,question,doc_id,course
1055,What causes timestamp errors in BigQuery?,8a1334dea1,data-engineering-zoomcamp
1056,How to fix invalid timestamp data in GCP BQ?,8a1334dea1,data-engineering-zoomcamp
1057,Can I use string datatype for external tables in BigQuery?,8a1334dea1,data-engineering-zoomcamp
1058,How to identify problematic rows in data imports?,8a1334dea1,data-engineering-zoomcamp
1059,What is a materialized table in BigQuery?,8a1334dea1,data-engineering-zoomcamp
1060,How to fix BigQuery timestamp error?,6f5fbed268,data-engineering-zoomcamp
1061,What is use_deprecated_int96_timestamps?,6f5fbed268,data-engineering-zoomcamp
1062,How to write timestamps in Parquet?,6f5fbed268,data-engineering-zoomcamp
1063,GCP BQ error troubleshooting steps?,6f5fbed268,data-engineering-zoomcamp
1064,Are Parquet files from PyArrow compatible with PySpark?,6f5fbed268,data-engineering-zoomcamp
1065,How to fix datetime columns in Parquet for BigQuery?,dd59139cf8,data-engineering-zoomcamp
1066,What is PyArrow used for in Mage?,dd59139cf8,data-engineering-zoomcamp
1067,Can I use explicit schema with PyArrow?,dd59139cf8,data-engineering-zoomcamp
1068,How to set up Google Cloud credentials?,dd59139cf8,data-engineering-zoomcamp
1069,What happens if datetime columns are incorrectly typed?,dd59139cf8,data-engineering-zoomcamp
1070,How to create an external table in BQ?,b1bb25b560,data-engineering-zoomcamp
1071,What is the external source format?,b1bb25b560,data-engineering-zoomcamp
1072,How to set source URIs in Python?,b1bb25b560,data-engineering-zoomcamp
1073,What library is needed for BigQuery?,b1bb25b560,data-engineering-zoomcamp
1074,How to autodetect the schema?,b1bb25b560,data-engineering-zoomcamp
1075,How to check if a BigQuery table exists?,e2c09057c7,data-engineering-zoomcamp
1076,Can I delete a BigQuery table if it exists?,e2c09057c7,data-engineering-zoomcamp
1077,What is the method to create an external table in Python?,e2c09057c7,data-engineering-zoomcamp
1078,How to combine table existence check with create_table?,e2c09057c7,data-engineering-zoomcamp
1079,What does the client.get_table function do?,e2c09057c7,data-engineering-zoomcamp
1080,How to fix missing close quote error in GCP BQ?,196276233f,data-engineering-zoomcamp
1081,What is the command to upload data to BigQuery?,196276233f,data-engineering-zoomcamp
1082,Can I use Cloud Shell for BigQuery uploads?,196276233f,data-engineering-zoomcamp
1083,What format can I use for BigQuery data upload?,196276233f,data-engineering-zoomcamp
1084,How to handle quoted newlines in BigQuery?,196276233f,data-engineering-zoomcamp
1085,What causes the read/write problem in GCP BQ?,393cbee2bb,data-engineering-zoomcamp
1086,How can I check my GCP bucket region?,393cbee2bb,data-engineering-zoomcamp
1087,How do I create a dataset in BigQuery?,393cbee2bb,data-engineering-zoomcamp
1088,What region should I select for BigQuery?,393cbee2bb,data-engineering-zoomcamp
1089,Why is my GCS and BigQuery region mismatch?,393cbee2bb,data-engineering-zoomcamp
1090,What is a Cloud Function?,7ae5b95845,data-engineering-zoomcamp
1091,How to automate tasks with Cloud Functions?,7ae5b95845,data-engineering-zoomcamp
1092,What is the schema for CSV.gz files?,7ae5b95845,data-engineering-zoomcamp
1093,How to append data in BigQuery?,7ae5b95845,data-engineering-zoomcamp
1094,What does WRITE_TRUNCATE do?,7ae5b95845,data-engineering-zoomcamp
1095,GCP BQ query settings?,99463ccac6,data-engineering-zoomcamp
1096,How to avoid cached results?,99463ccac6,data-engineering-zoomcamp
1097,Distinct count in BQ?,99463ccac6,data-engineering-zoomcamp
1098,Materialized vs external tables?,99463ccac6,data-engineering-zoomcamp
1099,Why same result in count(*)?,99463ccac6,data-engineering-zoomcamp
1100,What causes type errors in BigQuery?,42c8d0ad2c,data-engineering-zoomcamp
1101,How to fix INT64 and DOUBLE type mismatch?,42c8d0ad2c,data-engineering-zoomcamp
1102,Why does Pandas change data types?,42c8d0ad2c,data-engineering-zoomcamp
1103,How to ensure correct data types before loading?,42c8d0ad2c,data-engineering-zoomcamp
1104,What is the best way to handle missing values?,42c8d0ad2c,data-engineering-zoomcamp
1105,What is the error in the table?,9e7795f989,data-engineering-zoomcamp
1106,Why is the project ID invalid?,9e7795f989,data-engineering-zoomcamp
1107,How to fix column type mismatch?,9e7795f989,data-engineering-zoomcamp
1108,What characters are allowed in project IDs?,9e7795f989,data-engineering-zoomcamp
1109,What causes query errors in BigQuery?,9e7795f989,data-engineering-zoomcamp
1110,What is the error in the record?,3f52c992f7,data-engineering-zoomcamp
1111,Why is there an error with DOlocationID?,3f52c992f7,data-engineering-zoomcamp
1112,Can BigQuery partition by multiple columns?,3f52c992f7,data-engineering-zoomcamp
1113,What type is DOlocationID supposed to be?,3f52c992f7,data-engineering-zoomcamp
1114,What does INT64 vs DOUBLE mean?,3f52c992f7,data-engineering-zoomcamp
1115,What is the error with DOlocationID?,16e69f8c3f,data-engineering-zoomcamp
1116,How to fix the DATE() error in BigQuery?,16e69f8c3f,data-engineering-zoomcamp
1117,What types can I use in PARTITION BY?,16e69f8c3f,data-engineering-zoomcamp
1118,How do I convert a column to datetime?,16e69f8c3f,data-engineering-zoomcamp
1119,What is the solution for partitioning errors?,16e69f8c3f,data-engineering-zoomcamp
1120,What is a native table in BigQuery?,3a7a309aa2,data-engineering-zoomcamp
1121,How do external tables work in BigQuery?,3a7a309aa2,data-engineering-zoomcamp
1122,Where is data stored for external tables?,3a7a309aa2,data-engineering-zoomcamp
1123,What is the difference between native and external tables?,3a7a309aa2,data-engineering-zoomcamp
1124,Can BigQuery read Parquet files?,3a7a309aa2,data-engineering-zoomcamp
1125,What is the error with DOlocationID?,767237db95,data-engineering-zoomcamp
1126,Why can’t I export the ML model?,767237db95,data-engineering-zoomcamp
1127,How to fix the Not found dataset error?,767237db95,data-engineering-zoomcamp
1128,Correct project_id format?,767237db95,data-engineering-zoomcamp
1129,GCS bucket address validation?,767237db95,data-engineering-zoomcamp
1130,What is the error with trips_data_all?,f2b7c6e91c,data-engineering-zoomcamp
1131,How do I fix the dim_zones dataset not found error?,f2b7c6e91c,data-engineering-zoomcamp
1132,What should the location be for dim_zones?,f2b7c6e91c,data-engineering-zoomcamp
1133,What type is the DOlocationID column?,f2b7c6e91c,data-engineering-zoomcamp
1134,Why is there a type mismatch error?,f2b7c6e91c,data-engineering-zoomcamp
1135,What is the Parquet type issue?,d284bf7b68,data-engineering-zoomcamp
1136,How to fix GCP BQ ML model export?,d284bf7b68,data-engineering-zoomcamp
1137,Does Docker work on M1 for TensorFlow?,d284bf7b68,data-engineering-zoomcamp
1138,How to use serving_dir correctly?,d284bf7b68,data-engineering-zoomcamp
1139,What curl command to run for predictions?,d284bf7b68,data-engineering-zoomcamp
1140,How to fix Parquet type error?,d6968387b1,data-engineering-zoomcamp
1141,What is INT64 vs DOUBLE issue?,d6968387b1,data-engineering-zoomcamp
1142,How to free up VM space?,d6968387b1,data-engineering-zoomcamp
1143,What is ncdu used for?,d6968387b1,data-engineering-zoomcamp
1144,How to handle Prefect file deletion?,d6968387b1,data-engineering-zoomcamp
1145,What is an external table?,143d27a42d,data-engineering-zoomcamp
1146,What is a bucket?,143d27a42d,data-engineering-zoomcamp
1147,What is parquet format?,143d27a42d,data-engineering-zoomcamp
1148,What does INT64 mean?,143d27a42d,data-engineering-zoomcamp
1149,What does cpp_type mean?,143d27a42d,data-engineering-zoomcamp
1150,What causes the out of bounds error?,a23d1976d7,data-engineering-zoomcamp
1151,How can I read parquet files without errors?,a23d1976d7,data-engineering-zoomcamp
1152,What is the fix for the timestamp issue?,a23d1976d7,data-engineering-zoomcamp
1153,What happens to errant records?,a23d1976d7,data-engineering-zoomcamp
1154,How to filter out offending rows?,a23d1976d7,data-engineering-zoomcamp
1155,What is the error message?,92892f8c7f,data-engineering-zoomcamp
1156,What type is DOlocationID?,92892f8c7f,data-engineering-zoomcamp
1157,How many parquet files for green taxi?,92892f8c7f,data-engineering-zoomcamp
1158,Do I need to upload all files?,92892f8c7f,data-engineering-zoomcamp
1159,Can I use a wildcard for files?,92892f8c7f,data-engineering-zoomcamp
1160,What is the error in the table?,7715e531d9,data-engineering-zoomcamp
1161,How to avoid schema issues?,7715e531d9,data-engineering-zoomcamp
1162,Can I upload multiple files?,7715e531d9,data-engineering-zoomcamp
1163,Is folder upload possible?,7715e531d9,data-engineering-zoomcamp
1164,What type should DolocationID be?,7715e531d9,data-engineering-zoomcamp
1165,Why is there an error in reading the table?,24d493e322,data-engineering-zoomcamp
1166,What does the error message mean?,24d493e322,data-engineering-zoomcamp
1167,How do I fix the column type issue?,24d493e322,data-engineering-zoomcamp
1168,What should I check in the predicted results?,24d493e322,data-engineering-zoomcamp
1169,Why isn’t my prediction accurate?,24d493e322,data-engineering-zoomcamp
1170,What is the error in the table?,89f573765c,data-engineering-zoomcamp
1171,What is the type of DLocationID?,89f573765c,data-engineering-zoomcamp
1172,Why no exact match for Q6?,89f573765c,data-engineering-zoomcamp
1173,What did Alexey suggest?,89f573765c,data-engineering-zoomcamp
1174,Are most answers close to options?,89f573765c,data-engineering-zoomcamp
1175,What causes the Parquet column error?,200b9e0552,data-engineering-zoomcamp
1176,How to fix UnicodeDecodeError?,200b9e0552,data-engineering-zoomcamp
1177,What encoding for pd.read_csv?,200b9e0552,data-engineering-zoomcamp
1178,How to write DataFrame to GCS?,200b9e0552,data-engineering-zoomcamp
1179,What is the alternative to pd.read_csv?,200b9e0552,data-engineering-zoomcamp
1180,What is a generator in Python?,7fd53896e2,data-engineering-zoomcamp
1181,How do you use the yield keyword?,7fd53896e2,data-engineering-zoomcamp
1182,What is an iterator?,7fd53896e2,data-engineering-zoomcamp
1183,Why use generators?,7fd53896e2,data-engineering-zoomcamp
1184,Are generators memory-efficient?,7fd53896e2,data-engineering-zoomcamp
1185,How to fix Parquet type mismatch?,c13d808005,data-engineering-zoomcamp
1186,Can I read multiple Parquet files at once?,c13d808005,data-engineering-zoomcamp
1187,What is read_parquet function?,c13d808005,data-engineering-zoomcamp
1188,How to handle INT64 and DOUBLE mismatch?,c13d808005,data-engineering-zoomcamp
1189,Is merging files with read_parquet easy?,c13d808005,data-engineering-zoomcamp
1190,How to convert DOlocationID type?,202914462d,data-engineering-zoomcamp
1191,What type should DOlocationID be?,202914462d,data-engineering-zoomcamp
1192,Can I use int for DOlocationID?,202914462d,data-engineering-zoomcamp
1193,How to fix dtype mismatch error?,202914462d,data-engineering-zoomcamp
1194,Is Int64 valid for DOlocationID?,202914462d,data-engineering-zoomcamp
1195,What is the error in trips_data_all?,1b488a8e4c,data-engineering-zoomcamp
1196,How to fix ValueError in Prefect?,1b488a8e4c,data-engineering-zoomcamp
1197,What does cache_key do?,1b488a8e4c,data-engineering-zoomcamp
1198,Why is DOlocationID type mismatched?,1b488a8e4c,data-engineering-zoomcamp
1199,Where is the path for Prefect storage?,1b488a8e4c,data-engineering-zoomcamp
1200,How to use Prefect for CSV download?,cdb8543a1d,data-engineering-zoomcamp
1201,What is a sample snippet for downloading CSV?,cdb8543a1d,data-engineering-zoomcamp
1202,How to define a download_file task in Prefect?,cdb8543a1d,data-engineering-zoomcamp
1203,What does the extract_from_web flow do?,cdb8543a1d,data-engineering-zoomcamp
1204,How to handle file paths in Prefect?,cdb8543a1d,data-engineering-zoomcamp
1205,How to fix DBT Cloud location error?,05d65ee1bc,data-engineering-zoomcamp
1206,What to do for prod dataset location issue?,05d65ee1bc,data-engineering-zoomcamp
1207,Why is my DBT prod dataset in US?,05d65ee1bc,data-engineering-zoomcamp
1208,How to set prod dataset location to EU?,05d65ee1bc,data-engineering-zoomcamp
1209,Can I create prod dataset manually in BigQuery?,05d65ee1bc,data-engineering-zoomcamp
1210,How to create a development environment?,7eab7bd65d,data-engineering-zoomcamp
1211,What are development credentials?,7eab7bd65d,data-engineering-zoomcamp
1212,Where is the guide for setup?,7eab7bd65d,data-engineering-zoomcamp
1213,What does the error mean?,7eab7bd65d,data-engineering-zoomcamp
1214,Which video shows the setup?,7eab7bd65d,data-engineering-zoomcamp
1215,What is the database error?,fcf8e8c2b3,data-engineering-zoomcamp
1216,How to fix access denied issue?,fcf8e8c2b3,data-engineering-zoomcamp
1217,Where to check dbt service account?,fcf8e8c2b3,data-engineering-zoomcamp
1218,What role should I add for dbt?,fcf8e8c2b3,data-engineering-zoomcamp
1219,How to test dbt connection in BigQuery?,fcf8e8c2b3,data-engineering-zoomcamp
1220,What is a dbt build error?,fd86310190,data-engineering-zoomcamp
1221,How to fix dbt Cloud run cancellation?,fd86310190,data-engineering-zoomcamp
1222,Where is dbt_project.yml located?,fd86310190,data-engineering-zoomcamp
1223,How to specify dbt project location?,fd86310190,data-engineering-zoomcamp
1224,What if my project is in a subdirectory?,fd86310190,data-engineering-zoomcamp
1225,How do I fix the cloning error?,2d0120a2f2,data-engineering-zoomcamp
1226,What is the permission issue?,2d0120a2f2,data-engineering-zoomcamp
1227,Can I use a forked repo?,2d0120a2f2,data-engineering-zoomcamp
1228,How do I create a new repo for dbt?,2d0120a2f2,data-engineering-zoomcamp
1229,What is the https link for cloning?,2d0120a2f2,data-engineering-zoomcamp
1230,Why is the CI job option disabled?,ab9c463b24,data-engineering-zoomcamp
1231,Do I need a specific plan for CI jobs?,ab9c463b24,data-engineering-zoomcamp
1232,Can I use CI jobs on the Developer Plan?,ab9c463b24,data-engineering-zoomcamp
1233,How to upgrade my dbt plan?,ab9c463b24,data-engineering-zoomcamp
1234,What works for the disabled CI job option?,ab9c463b24,data-engineering-zoomcamp
1235,How to fix DBT IDE loading issue?,de451209fb,data-engineering-zoomcamp
1236,What is dbt_cloud_setup.md?,de451209fb,data-engineering-zoomcamp
1237,How to create an SSH Key?,de451209fb,data-engineering-zoomcamp
1238,What is gitclone?,de451209fb,data-engineering-zoomcamp
1239,Where to paste deploy key?,de451209fb,data-engineering-zoomcamp
1240,How to define column types in DBT?,7282b1ac25,data-engineering-zoomcamp
1241,What causes datatype errors in parquet files?,7282b1ac25,data-engineering-zoomcamp
1242,How to handle ehail_fee column issue?,7282b1ac25,data-engineering-zoomcamp
1243,Can I use pandas for data type conversion?,7282b1ac25,data-engineering-zoomcamp
1244,What's the fix for mismatched column types?,7282b1ac25,data-engineering-zoomcamp
1245,How to resolve Access Denied error?,a6dfb4dbe1,data-engineering-zoomcamp
1246,Where to find trip data on GitHub?,a6dfb4dbe1,data-engineering-zoomcamp
1247,What CLI commands to download data?,a6dfb4dbe1,data-engineering-zoomcamp
1248,How to upload files to GCS?,a6dfb4dbe1,data-engineering-zoomcamp
1249,Link for GitHub CLI instructions?,a6dfb4dbe1,data-engineering-zoomcamp
1250,How to fix CSV parse error in Airflow?,a392082e43,data-engineering-zoomcamp
1251,What command removes random line breaks in a CSV file?,a392082e43,data-engineering-zoomcamp
1252,Why did the format_to_parquet_task fail?,a392082e43,data-engineering-zoomcamp
1253,How to clear a failed task in Airflow?,a392082e43,data-engineering-zoomcamp
1254,What is the error when converting fhv_tripdata_2020-01.csv?,a392082e43,data-engineering-zoomcamp
1255,How to load yellow trip data?,3e0a281e3e,data-engineering-zoomcamp
1256,What is the hack for 2019 data?,3e0a281e3e,data-engineering-zoomcamp
1257,Any issues with parquet files?,3e0a281e3e,data-engineering-zoomcamp
1258,Who suggested the new hack?,3e0a281e3e,data-engineering-zoomcamp
1259,Where to find the YouTube video?,3e0a281e3e,data-engineering-zoomcamp
1260,How move files to BigQuery?,d714962432,data-engineering-zoomcamp
1261,What syntax for multiple files?,d714962432,data-engineering-zoomcamp
1262,Can I use wildcards?,d714962432,data-engineering-zoomcamp
1263,Do I need a destination folder?,d714962432,data-engineering-zoomcamp
1264,Where to set storage link?,d714962432,data-engineering-zoomcamp
1265,Why did SSH stop?,b2d5d41da9,data-engineering-zoomcamp
1266,How to fix SSH issues?,b2d5d41da9,data-engineering-zoomcamp
1267,What causes lack of space?,b2d5d41da9,data-engineering-zoomcamp
1268,Where is .prefect/storage?,b2d5d41da9,data-engineering-zoomcamp
1269,How to delete logs?,b2d5d41da9,data-engineering-zoomcamp
1270,How to regain SSH access?,b7f2122e75,data-engineering-zoomcamp
1271,What to do when space is low?,b7f2122e75,data-engineering-zoomcamp
1272,Why is there a permission denied error?,b7f2122e75,data-engineering-zoomcamp
1273,Steps to free up space?,b7f2122e75,data-engineering-zoomcamp
1274,Can I fix SSH issues without access?,b7f2122e75,data-engineering-zoomcamp
1275,How to check dataset location in BigQuery?,4dbd64b525,data-engineering-zoomcamp
1276,What is the naming format for dbt datasets?,4dbd64b525,data-engineering-zoomcamp
1277,How to specify a single-region location in dbt?,4dbd64b525,data-engineering-zoomcamp
1278,Where to find my profile settings in dbt cloud?,4dbd64b525,data-engineering-zoomcamp
1279,Do I need to recreate datasets for location issues?,4dbd64b525,data-engineering-zoomcamp
1280,What does dbt_utils.surrogate_key error mean?,6ee7215abf,data-engineering-zoomcamp
1281,How to fix dbt_utils warning?,6ee7215abf,data-engineering-zoomcamp
1282,What role is needed for BigQuery access?,6ee7215abf,data-engineering-zoomcamp
1283,Why did the dbt run fail after fact_trips.sql?,6ee7215abf,data-engineering-zoomcamp
1284,How to update service account roles in GCS?,6ee7215abf,data-engineering-zoomcamp
1285,How to fix dbt_utils error?,f590c097ff,data-engineering-zoomcamp
1286,What is packages.yml?,f590c097ff,data-engineering-zoomcamp
1287,Where to add dbt_utils metadata?,f590c097ff,data-engineering-zoomcamp
1288,Which version of dbt_utils to use?,f590c097ff,data-engineering-zoomcamp
1289,How to run after creating packages.yml?,f590c097ff,data-engineering-zoomcamp
1290,What causes lineage to be unavailable?,630324ce8e,data-engineering-zoomcamp
1291,How do I format my yml file correctly?,630324ce8e,data-engineering-zoomcamp
1292,Where can I find build logs?,630324ce8e,data-engineering-zoomcamp
1293,What should I check in the command history console?,630324ce8e,data-engineering-zoomcamp
1294,How can I expand logs for error messages?,630324ce8e,data-engineering-zoomcamp
1295,Why are my Fact_trips missing data?,3848b4e69e,data-engineering-zoomcamp
1296,How do I fix Fact_trips data issues?,3848b4e69e,data-engineering-zoomcamp
1297,What command should I use for Fact_trips?,3848b4e69e,data-engineering-zoomcamp
1298,Why is my dbt run not producing all data?,3848b4e69e,data-engineering-zoomcamp
1299,What does is_test_run: false do?,3848b4e69e,data-engineering-zoomcamp
1300,Why is my fact_trips limited to one month?,a3b16c659a,data-engineering-zoomcamp
1301,How do I append data in BigQuery?,a3b16c659a,data-engineering-zoomcamp
1302,"What does if_exists=""replace"" do?",a3b16c659a,data-engineering-zoomcamp
1303,How can I get data from all months?,a3b16c659a,data-engineering-zoomcamp
1304,Why is my data replacing instead of adding?,a3b16c659a,data-engineering-zoomcamp
1305,Why is BigQuery giving me an error?,9166e67408,data-engineering-zoomcamp
1306,How do I fix the model error?,9166e67408,data-engineering-zoomcamp
1307,What’s wrong with my SELECT statement?,9166e67408,data-engineering-zoomcamp
1308,What change is needed for revenue_month?,9166e67408,data-engineering-zoomcamp
1309,"Is ""month"" supposed to be in quotes?",9166e67408,data-engineering-zoomcamp
1310,What is the difference between surrogate_key and generate_surrogate_key?,9417327736,data-engineering-zoomcamp
1311,How do I replace surrogate_key in dbt?,9417327736,data-engineering-zoomcamp
1312,Can I use generate_surrogate_key for multiple fields?,9417327736,data-engineering-zoomcamp
1313,What fields can be used in generate_surrogate_key?,9417327736,data-engineering-zoomcamp
1314,Is generate_surrogate_key a new feature in dbt?,9417327736,data-engineering-zoomcamp
1315,How to fix dbt run errors?,9ed847f157,data-engineering-zoomcamp
1316,What to do after changing location in dbt?,9ed847f157,data-engineering-zoomcamp
1317,Why does dbt run still error?,9ed847f157,data-engineering-zoomcamp
1318,How to recreate dataset in BigQuery?,9ed847f157,data-engineering-zoomcamp
1319,Do I need to delete dataset for dbt?,9ed847f157,data-engineering-zoomcamp
1320,Why do I have 100 rows in BQ?,2a6597c2c6,data-engineering-zoomcamp
1321,How do I remove the dataset from BigQuery?,2a6597c2c6,data-engineering-zoomcamp
1322,What does the CI/CD job do in dbt?,2a6597c2c6,data-engineering-zoomcamp
1323,Why is there a new dataset after my CI/CD job?,2a6597c2c6,data-engineering-zoomcamp
1324,How can I ensure all rows are created in dbt?,2a6597c2c6,data-engineering-zoomcamp
1325,What is the purpose of the Staging dataset?,b62d6f72fa,data-engineering-zoomcamp
1326,How are Staging datasets materialized?,b62d6f72fa,data-engineering-zoomcamp
1327,Did Vic use the Staging dataset?,b62d6f72fa,data-engineering-zoomcamp
1328,What datasets did Vic create?,b62d6f72fa,data-engineering-zoomcamp
1329,What is the difference between raw and finished datasets?,b62d6f72fa,data-engineering-zoomcamp
1330,Why can't I access DBT Docs?,40ec65f52a,data-engineering-zoomcamp
1331,What to do if DBT Docs isn't reachable?,40ec65f52a,data-engineering-zoomcamp
1332,How to fix DBT Docs access issue?,40ec65f52a,data-engineering-zoomcamp
1333,"What does ""network: host"" do?",40ec65f52a,data-engineering-zoomcamp
1334,"Why remove ""network: host"" in docker-compose?",40ec65f52a,data-engineering-zoomcamp
1335,How to fix BigQuery 404 error?,cd2238c607,data-engineering-zoomcamp
1336,Where to set GCP location in dbt?,cd2238c607,data-engineering-zoomcamp
1337,Do I need to reupload my GCP key?,cd2238c607,data-engineering-zoomcamp
1338,How to rebuild a dbt project?,cd2238c607,data-engineering-zoomcamp
1339,What to do after deleting dataset in GBQ?,cd2238c607,data-engineering-zoomcamp
1340,How to edit in a read-only branch?,2a04528b45,data-engineering-zoomcamp
1341,What is the main branch restriction?,2a04528b45,data-engineering-zoomcamp
1342,Can I edit the main branch directly?,2a04528b45,data-engineering-zoomcamp
1343,Where to find more on branches?,2a04528b45,data-engineering-zoomcamp
1344,What is a new branch in dbt?,2a04528b45,data-engineering-zoomcamp
1345,How to exit read-only mode in dbt?,8ea3ea4698,data-engineering-zoomcamp
1346,What is a development branch?,8ea3ea4698,data-engineering-zoomcamp
1347,How do I switch branches in git?,8ea3ea4698,data-engineering-zoomcamp
1348,Can I merge after editing?,8ea3ea4698,data-engineering-zoomcamp
1349,How to commit changes in git?,8ea3ea4698,data-engineering-zoomcamp
1350,What is the error with dbt deploy?,e991cd6e2a,data-engineering-zoomcamp
1351,How to fix CI checks for dbt?,e991cd6e2a,data-engineering-zoomcamp
1352,Can I use Git Clone for dbt CI?,e991cd6e2a,data-engineering-zoomcamp
1353,Is GitHub integration necessary for dbt CI?,e991cd6e2a,data-engineering-zoomcamp
1354,What’s the alternative to Git Clone in dbt?,e991cd6e2a,data-engineering-zoomcamp
1355,How to connect dbt to Github?,7663bd3315,data-engineering-zoomcamp
1356,Why can’t I see Run on Pull Requests?,7663bd3315,data-engineering-zoomcamp
1357,How to disconnect Github from dbt?,7663bd3315,data-engineering-zoomcamp
1358,What permissions are needed for dbt-Github?,7663bd3315,data-engineering-zoomcamp
1359,How to reconfigure Github for dbt CI?,7663bd3315,data-engineering-zoomcamp
1360,What is the Compilation Error in DBT?,1dcf3955ba,data-engineering-zoomcamp
1361,How do I fix the Lineage graph issue?,1dcf3955ba,data-engineering-zoomcamp
1362,Why is my source not found in DBT?,1dcf3955ba,data-engineering-zoomcamp
1363,What to do after saving schema.yml?,1dcf3955ba,data-engineering-zoomcamp
1364,When does the Compilation Error occur?,1dcf3955ba,data-engineering-zoomcamp
1365,Why is dbt macro failing?,a54bd3fb28,data-engineering-zoomcamp
1366,How to fix CASE operator error?,a54bd3fb28,data-engineering-zoomcamp
1367,What data type is required for payment_type?,a54bd3fb28,data-engineering-zoomcamp
1368,Why use quotes for numbers in macro?,a54bd3fb28,data-engineering-zoomcamp
1369,Where to find payment_type descriptions?,a54bd3fb28,data-engineering-zoomcamp
1370,How do I troubleshoot dbt errors?,15a62a7826,data-engineering-zoomcamp
1371,Where can I find dbt error logs?,15a62a7826,data-engineering-zoomcamp
1372,What does the dbt error log show?,15a62a7826,data-engineering-zoomcamp
1373,How do I highlight problematic lines in dbt?,15a62a7826,data-engineering-zoomcamp
1374,Is there a link to BigQuery in dbt errors?,15a62a7826,data-engineering-zoomcamp
1375,"Why does dbt create a schema named ""dbt_marts""?",bac9755d0a,data-engineering-zoomcamp
1376,How can I change the default schema behavior in dbt?,bac9755d0a,data-engineering-zoomcamp
1377,What is the purpose of the generate_schema_name macro?,bac9755d0a,data-engineering-zoomcamp
1378,How do I set a custom schema in dbt_project.yml?,bac9755d0a,data-engineering-zoomcamp
1379,What happens if custom_schema_name is none?,bac9755d0a,data-engineering-zoomcamp
1380,How to configure dbt project root?,c1dd7d07f4,data-engineering-zoomcamp
1381,Can I change dbt project subdirectory?,c1dd7d07f4,data-engineering-zoomcamp
1382,Where to set project subdirectory in dbt?,c1dd7d07f4,data-engineering-zoomcamp
1383,What is dbt cloud project setting?,c1dd7d07f4,data-engineering-zoomcamp
1384,Is project subdirectory necessary in dbt?,c1dd7d07f4,data-engineering-zoomcamp
1385,What is a compilation error in dbt?,369b8a5a6c,data-engineering-zoomcamp
1386,How to fix model dependency errors?,369b8a5a6c,data-engineering-zoomcamp
1387,What is a source in dbt?,369b8a5a6c,data-engineering-zoomcamp
1388,Where to find existing table names?,369b8a5a6c,data-engineering-zoomcamp
1389,How to use the source function?,369b8a5a6c,data-engineering-zoomcamp
1390,What is a Compilation Error in dbt?,772d521497,data-engineering-zoomcamp
1391,How to fix a seed not found error?,772d521497,data-engineering-zoomcamp
1392,How to create a pull request in dbt?,772d521497,data-engineering-zoomcamp
1393,What should be in the seeds folder?,772d521497,data-engineering-zoomcamp
1394,How does .gitignore affect dbt?,772d521497,data-engineering-zoomcamp
1395,What is dbt run?,f82d698c22,data-engineering-zoomcamp
1396,How to fix Access Denied error?,f82d698c22,data-engineering-zoomcamp
1397,What roles do I need in dbt?,f82d698c22,data-engineering-zoomcamp
1398,What is fhv_tripdata?,f82d698c22,data-engineering-zoomcamp
1399,How to access external tables?,f82d698c22,data-engineering-zoomcamp
1400,How to infer column data types in pandas?,c730a014ec,data-engineering-zoomcamp
1401,What causes type errors in BigQuery?,c730a014ec,data-engineering-zoomcamp
1402,How to handle missing values in pandas?,c730a014ec,data-engineering-zoomcamp
1403,How to use convert_dtypes in pandas?,c730a014ec,data-engineering-zoomcamp
1404,How to avoid typing all int columns?,c730a014ec,data-engineering-zoomcamp
1405,Why raise exception for taxi_zone_lookup?,6f271a9663,data-engineering-zoomcamp
1406,How to load seed files?,6f271a9663,data-engineering-zoomcamp
1407,What to rename directory to fix error?,6f271a9663,data-engineering-zoomcamp
1408,Where to place seed files?,6f271a9663,data-engineering-zoomcamp
1409,What does dbt require for seeds?,6f271a9663,data-engineering-zoomcamp
1410,How to fix missing taxi_zone_lookup?,a7f1fc66e7,data-engineering-zoomcamp
1411,Why is dbt returning 404 error?,a7f1fc66e7,data-engineering-zoomcamp
1412,What is correct region for datasets?,a7f1fc66e7,data-engineering-zoomcamp
1413,How to set location in dbt settings?,a7f1fc66e7,data-engineering-zoomcamp
1414,Where to check .gitignore file?,a7f1fc66e7,data-engineering-zoomcamp
1415,How to avoid data type errors?,b5033ce6d0,data-engineering-zoomcamp
1416,What file format prevents errors?,b5033ce6d0,data-engineering-zoomcamp
1417,What SQL command should I use?,b5033ce6d0,data-engineering-zoomcamp
1418,Where can I find the CSV files?,b5033ce6d0,data-engineering-zoomcamp
1419,Will this fix issue in week 4?,b5033ce6d0,data-engineering-zoomcamp
1420,Why are rows inconsistent in fact_trips?,2436736346,data-engineering-zoomcamp
1421,How do I fix row count in fact_trips?,2436736346,data-engineering-zoomcamp
1422,What causes varying first rows in partitions?,2436736346,data-engineering-zoomcamp
1423,What to add for consistent fact_trips rows?,2436736346,data-engineering-zoomcamp
1424,Why does unknown borough affect row count?,2436736346,data-engineering-zoomcamp
1425,How to fix data type error?,07f11e24ec,data-engineering-zoomcamp
1426,What causes trip_type data type error?,07f11e24ec,data-engineering-zoomcamp
1427,Why are there nan values in BigQuery?,07f11e24ec,data-engineering-zoomcamp
1428,Should I use FLOAT or NUMERIC?,07f11e24ec,data-engineering-zoomcamp
